Posicao,Fluxo_Concatenado_rotor,Fluxo_Concatenado_estatorA,Fluxo_Concatenado_estatorB,Fluxo_Concatenado_estatorC
0,0.07060940843128909,-0.2156201836391339,0.5255003665450055,-0.2180238324797201
5,0.04930743383733943,-0.2085761373552324,0.5147046729637173,-0.2081092047844293
10,0.02138038672361519,-0.2100859347580744,0.5146147408710273,-0.207282639917062
15,3.262932738133488e-005,-0.2174385066468819,0.5254858060702409,-0.2173580129062862
20,-0.02131069322489533,-0.2074170239638466,0.5146845842059558,-0.2100228139388858
25,-0.04922452771780916,-0.2081392848460231,0.5146276273914819,-0.2084341584041062
30,-0.07055902602412136,-0.218070039511315,0.52547245475601,-0.2155484481779138
35,-0.09214458616026119,-0.2063975164976657,0.5144532366659614,-0.2122200106023373
40,-0.1203086842731401,-0.2063261519498077,0.5143784069246508,-0.2098069608572901
45,-0.1418127724255821,-0.2176005311026701,0.5254570239310257,-0.2125782319176473
50,-0.1638378001597904,-0.206347417305273,0.5139403039009884,-0.2156797444150707
55,-0.192537421798653,-0.2063197059166468,0.5138325672530278,-0.2132700825406698
60,-0.2138490907391607,-0.2180185222973647,0.5260566907346082,-0.2090685427319213
65,-0.2327269735821789,-0.2081009666164239,0.5163583603767686,-0.215198445325628
70,-0.2584634534201597,-0.2072872315891619,0.5149879837240049,-0.2144196036496434
75,-0.278046360430259,-0.2173454247095514,0.5243730528907422,-0.207895643217441
80,-0.2905816588044339,-0.2100212840704564,0.517191664898372,-0.2144264494160545
85,-0.3092395518374853,-0.2084336202147685,0.5154150569697762,-0.2152371178644143
90,-0.3243988291506149,-0.2155444359561695,0.5216172232238352,-0.2090953772235157
95,-0.3277795656750349,-0.2122116303036533,0.5163034201036071,-0.2133268070571039
100,-0.3352155847933262,-0.2098275166003156,0.5149608441037402,-0.2157320150173209
105,-0.3426984209645602,-0.212572762225943,0.5190427762119833,-0.2126403608222093
110,-0.3352283804123283,-0.2156756867266636,0.514988791845624,-0.2099434571642375
115,-0.3277640467347343,-0.2132552925245102,0.5162613549398429,-0.2122961418122766
120,-0.3243972568715829,-0.2090691422197245,0.5216084543527102,-0.2156222324222915
125,-0.3092497542450415,-0.2151992097278963,0.5154642499469189,-0.2085635921019172
130,-0.2905674810449167,-0.2144145158120338,0.5171413826020567,-0.2100935703560104
135,-0.2780632794370315,-0.2078938164156161,0.5243928839395015,-0.217438574611128
140,-0.2584883080674737,-0.2144205362043078,0.5150805850224106,-0.2074183191368018
145,-0.232740604746799,-0.2152271662783259,0.5163481829034222,-0.2081552508303325
150,-0.2138673329387007,-0.2090881490056081,0.5260841972278014,-0.2180807794622234
155,-0.1925845234194187,-0.2133229930384042,0.5139249661795662,-0.2064086540456133
160,-0.1638524128829649,-0.2157231680986023,0.5139187668263998,-0.2063385614527608
165,-0.1418498048158841,-0.2126318486810168,0.5254791927552189,-0.2175981192080753
170,-0.1203889058208316,-0.2099408504199135,0.5144908887532915,-0.2063651958759312
175,-0.09218138729729439,-0.2122680844751018,0.5144214826688269,-0.2063161420832028
180,-0.07061386348744173,-0.2156286874238732,0.5255016515945588,-0.2180261748174685
185,-0.04931144902088901,-0.2085761231806628,0.5147007299788353,-0.2081051014961799
190,-0.02138548401512568,-0.2100856331075231,0.5146075390685059,-0.2072755867305918
195,-3.18626251161365e-005,-0.2174348196564807,0.5254823437505078,-0.217355744251852
200,0.02131733544076288,-0.2074154684519354,0.5146819620200315,-0.2100303294444825
205,0.04922370786562116,-0.2081340336832962,0.5146225420010663,-0.2084315239518367
210,0.07055766892022325,-0.218071664659288,0.5254737307304014,-0.2155470577708552
215,0.09214010066184677,-0.206388576459774,0.5144444505926071,-0.2122120393825922
220,0.1203138642045473,-0.2063468967512263,0.5143981374512796,-0.2098200041530753
225,0.1418109173247647,-0.2175954560047417,0.5254521874255032,-0.2125755929080681
230,0.1638411255475665,-0.2063584566349839,0.5139519125579083,-0.2156808128381018
235,0.1925377372412259,-0.2063216490727659,0.5138346420802223,-0.2132675027544249
240,0.2138513706765494,-0.2180248726293299,0.5260624539989107,-0.2090693514674775
245,0.2327308166853428,-0.2081221559721879,0.5163818760557324,-0.215181460363869
250,0.2584638900726731,-0.2072766785159365,0.5149771726287866,-0.214425364508014
255,0.278049080635145,-0.2173545928425064,0.5243822325400668,-0.2078899019041988
260,0.2905759458774601,-0.2100145481219322,0.5171840655878434,-0.2144293808115387
265,0.3092395175507015,-0.2084336974342654,0.5154151025620286,-0.2152369869299113
270,0.3243998141106572,-0.2155434409525955,0.5216163678793333,-0.2090978415660055
275,0.3277775665182384,-0.2122087901223477,0.5163004971096273,-0.2133299756176958
280,0.3352154071548187,-0.2098278519014317,0.514963177277713,-0.2157317385205718
285,0.3426997687236879,-0.212574148519761,0.5190451861424273,-0.2126390247278329
290,0.3352228196468556,-0.2156905271023398,0.5149774720526288,-0.2099296122421928
295,0.3277624994721426,-0.2132605805958908,0.5162556890442076,-0.212291138071393
300,0.3243969514942801,-0.2090659301036774,0.5216096859405023,-0.2156253069261834
305,0.3092539501053012,-0.2151920193391208,0.5154788487578049,-0.2085798744553149
310,0.2905670258384102,-0.2144104377381711,0.5171458054917232,-0.2100969834232546
315,0.2780620250247748,-0.2078925331124634,0.5243929436740529,-0.217438900886511
320,0.2584881081055365,-0.2144191394940326,0.5150821166301425,-0.2074189439144261
325,0.2327403933921131,-0.2152271257526451,0.5163478162288622,-0.2081551613324948
330,0.2138688860248782,-0.2090918209720475,0.5260797270576584,-0.2180764396442333
335,0.1925861231243936,-0.2133250370237065,0.5139240885077898,-0.2064079728395007
340,0.1638514752185826,-0.215715897570297,0.5139326333364853,-0.2063517268665892
345,0.1418543016733914,-0.2126384773180043,0.5254761221079332,-0.2175957106707208
350,0.1203873240929949,-0.2099366856295616,0.5144870407198443,-0.2063609674140196
355,0.09218353010188174,-0.2122715618358423,0.5144139513639867,-0.2063089286375394
